station_id,name,river,lat,lon,elev
250150180,Jagniątków,Wrzosówka (1628),50.820000,15.611944,549.0
250150190,Kowary,Jedlica (16188),50.803611,15.824167,430.0
250150210,Przesieka,Podgórna (16288),50.798889,15.667222,646.0
250150220,Karpacz,Skałka (161844),50.778889,15.769444,567.0
250150240,Paczyn,Bachorzyna (161154),50.739722,15.911389,643.0
250150250,Paprotki,Bachorzyna (161154),50.726667,15.948056,543.0
250150260,Bukówka,Bóbr (16),50.712778,15.957222,511.0
250150340,Borowice,Kacza (162886),50.789167,15.690000,660.0
250150350,Podgórzyn,Podgórna (16288),50.825556,15.687500,385.0
250150510,Mirsk,Czarny Potok (16632),50.986944,15.383333,338.0
250150530,Świeradów-Zdrój II,Kwisa (166),50.905833,15.325556,595.0
250150540,Czernica,Biały Potok (16344),50.974444,15.717500,299.0
250150550,Szrenica,Bóbr (16),50.790833,15.512222,1327.0
250150560,Mała Kopa,Łomniczka (16184),50.743611,15.726111,1341.0
250150570,Mysłów,Mokrzyna (13812),50.932500,15.983056,464.0
250150580,Jarkowice,Bóbr (16),50.736389,15.873611,650.0
250150590,Niedamirów,Bóbr (16),50.691111,15.870556,685.0
250160010,Strzegom,Strzegomka (1348),50.963889,16.376389,211.0
250160030,Bolków,Nysa Szalona (1384),50.925000,16.098611,310.0
250160060,Sobótka,Czarna Woda (1346),50.902222,16.759444,156.0
250160070,Borów,Ślęza (1336),50.882222,16.990000,145.0
250160090,Pszenno,Piława (1344),50.861389,16.528611,223.0
250160120,Lubomin,Dopływ z Lubomina (134822),50.803611,16.195833,464.0
250160130,Szczawno-Zdrój,Szczawnik (134864),50.806667,16.241111,431.0
250160150,Kamienna Góra,Bóbr (16),50.792778,16.036111,464.0
250160170,Lubachów,Bystrzyca (134),50.763889,16.428611,305.0
250160190,Boguszów-Gorce,Lesk (1616),50.749444,16.190000,518.0
250160220,Jedlina-Zdrój,Jedlina (13416),50.718611,16.349167,436.0
250160260,Dzierżoniów,Piława (1344),50.743333,16.624167,252.0
250160270,Walim,Walimka (13418),50.702778,16.439167,489.0
250160290,Chełmsko Śląskie,Zadrna (1614),50.670833,16.070000,498.0
250160310,Mieroszów,Ścinawka (122),50.662500,16.175833,493.0
250160320,Ostroszowice,Jadkowa (12322),50.646111,16.632500,373.0
250160350,Srebrna Góra,Budzówka (1232),50.577222,16.664722,405.0
250160360,Tarnów,Budzówka (1232),50.575278,16.792778,296.0
250160410,Bardo,Nysa Kłodzka (12),50.509167,16.744167,321.0
250160450,Kudowa-Zdrój,Klikawa (946),50.438056,16.221944,364.0
250160480,Słoszów,Wapienny (12182),50.410000,16.379444,556.0
250160490,Polanica-Zdrój,Bystrzyca Dusznicka (1218),50.425278,16.518333,389.0
250160510,Ołdrzychowice Kłodzkie,Biała Lądecka (1216),50.356667,16.734722,349.0
250160520,Lądek-Zdrój,Biała Lądecka (1216),50.339167,16.857500,450.0
250160530,Zieleniec,Bystrzyca Dusznicka (1218),50.330000,16.394167,840.0
250160560,Stronie Śląskie,Biała Lądecka (1216),50.302500,16.866111,502.0
250160580,Spalona,Bystrzyca (1214),50.276667,16.538333,815.0
250160590,Długopole-Zdrój,Nysa Kłodzka (12),50.249722,16.633333,364.0
250160610,Bolesławów,Morawka (12162),50.254722,16.890833,602.0
250160620,Kamienica,Kamienica (121624),50.227222,16.884167,682.0
250160630,Międzygórze,Wilczka (1212),50.218611,16.773611,795.0
250160650,Międzylesie,Nysa Kłodzka (12),50.153333,16.670833,453.0
250160840,Szalejów Górny,Bystrzyca Dusznicka (1218),50.430556,16.552500,335.0
250160910,SREBRNA GÓRA II,Budzówka (1232),50.580833,16.668333,380.0
250160920,Piława Górna,Piława (1344),50.689444,16.732500,296.0
250160930,Karłów,Czerwona Woda (121848),50.474167,16.336944,753.0
250160940,Nowa Wieś,Nowinka (121146),50.197778,16.745000,555.0
250160950,Kwietniki,Nysa Mała (13846),50.966944,16.142778,256.0
250160960,Stary Gierałtów,Biała Lądecka (1216),50.310000,16.917500,535.0
250160970,Śnieżnik,Wilczka (1212),50.208333,16.832500,1218.0
250160980,Wolibórz,Ścinawka (122),50.590556,16.578056,518.0
250161020,ZIELENIEC II,Bystrzyca Dusznicka (1218),50.344444,16.399167,721.0
250161030,Rzeczka,Walimka (13418),50.676667,16.447500,624.0
250161040,Złoty Stok,Nysa Kłodzka (12),50.429722,16.850556,536.0
250161060,Łomnica,Bystrzyca (134),50.672222,16.328333,570.0
250161070,Jodłów,Nysa Kłodzka (12),50.172778,16.771111,828.0
250161080,Starkówek,Nysa Kłodzka (12),50.373333,16.518056,484.0
250161090,Wolbromek,Nysa Szalona (1384),50.929722,16.127222,290.0
250170110,Dobrogoszcz,Pluskawa (133646),50.758611,17.017222,175.0
250170250,Otmuchów,Nysa Kłodzka (12),50.472222,17.166389,212.0
250170290,Dziewiętlice,Świdna (12548),50.411389,17.084167,241.0
250170330,Głuchołazy,Biała Głuchołaska (1258),50.302222,17.387222,348.0
250170340,Jarnołtówek,Złoty Potok (117644),50.288056,17.438056,346.0
250170390,Głubczyce,Psina (1152),50.181944,17.794722,290.0
250170770,Unikowice,Nysa Kłodzka (12),50.442500,17.008611,248.0
250170790,Wojnowice,Troja (11526),50.133611,17.868333,283.0
250170810,Branice,Opawa (112),50.051111,17.775833,290.0
250170840,Meszno,Nysa Kłodzka (12),50.432500,17.141389,213.0
250170850,Kujawy,Osobłoga (1176),50.436944,17.803889,180.0
250170860,Przylesie,Oława (1334),50.782222,17.349722,164.0
250170870,Opole-WIK,Odra (1),50.681111,17.901111,149.0
250170880,Borek Strzeliński,Ślęza (1336),50.868889,17.088611,-9999.0
250180110,Dobrodzień,Myślinka (118384),50.729167,18.425556,227.0
250180190,Krupski Młyn,Mała Panew (118),50.569167,18.623333,225.0
250180210,Zielona,Mała Panew (118),50.549167,18.968056,284.0
250180250,Brynica,Brynica (2126),50.471667,18.998889,283.0
250180270,Świerklaniec,Brynica (2126),50.428889,18.942500,285.0
250180330,Łabędy,Kłodnica (116),50.341944,18.615278,208.0
250180380,Sukowice,Cisek (11594),50.262778,18.169722,180.0
250180450,Zwonowice,Sumina (11568),50.142778,18.437778,260.0
250180530,Kietrz,Odra (1),50.082222,18.010278,220.0
250180540,Rydułtowy,Odra (1),50.050278,18.429444,295.0
250180560,Żory,Ruda (1156),50.053611,18.696389,245.0
250180580,Droniowice,Liswarta (1816),50.695278,18.808056,270.0
250180590,RYBNIK-STODOŁY,Ruda (1156),50.154444,18.483056,216.0
250180640,Zabrze,Kłodnica (116),50.365000,18.753611,270.0
250180650,Pławniowice,Kłodnica (116),50.376389,18.482222,218.0
250180660,Ruda Śląska,Kłodnica (116),50.246944,18.820000,236.0
250180670,Trzebiszyn,Budkowiczanka (1328),50.865000,18.190833,196.0
250180680,Czerwionka-Leszczyny,Bierawka (1158),50.154444,18.663611,246.0
250180690,Pilchowice,Bierawka (1158),50.224167,18.591944,221.0
250180710,Boguszyce,Kłodnica (116),50.436944,18.510278,211.0
250180720,Modzurów,Odra (1),50.160556,18.138889,244.0
250180730,Bierawa,Odra (1),50.282222,18.244722,178.0
250180740,Sierakowice,Odra (1),50.265556,18.431389,203.0
250180750,Wąsice,Stobrawa (132),50.985000,18.029722,169.0
250180760,Strzelce Opolskie,Mała Panew (118),50.517778,18.311111,229.0
250180770,Sieroniowice,Kłodnica (116),50.450278,18.359167,263.0
250180780,Świerklany,Olza (114),50.012222,18.585833,285.0
250180790,Sowczyce,Potok Sowczycki (1816364),50.848056,18.486389,233.0
250190010,Januszewice,Czarna (Włoszczowska) (2542),50.941944,19.961111,220.0
250190030,Silniczka,Pilica (254),50.921944,19.758889,215.0
250190080,Wąsosz,Pilica (254),50.737500,19.685833,230.0
250190140,Żarki,Warta (18),50.640000,19.380278,380.0
250190150,BONOWICE,Pilica (254),50.621111,19.793611,260.0
250190160,Lgota Górna,Warta (18),50.600833,19.235278,320.0
250190170,Kręciwilk,Warta (18),50.545278,19.370278,307.0
250190180,PIWOŃ,Przemsza (212),50.483056,19.251111,295.0
250190210,Pilica,Pilica (254),50.459722,19.646944,351.0
250190220,Łazy,Przemsza (212),50.431111,19.383889,350.0
250190260,Golczowice,Biała Przemsza (2128),50.360000,19.595833,324.0
250190290,OLEWIN,Biała Przemsza (2128),50.276944,19.603611,398.0
250190310,Maczki,Biała Przemsza (2128),50.258611,19.262778,265.0
250190380,Bieruń Stary,Mleczna (21188),50.084167,19.094722,255.0
250190390,Kraków - Obserwatorium,Wisła (2),50.063889,19.958611,204.0
250190470,WOLA JUSTOWSKA,Rudawa (2136),50.063889,19.890278,204.0
250190510,Piwoń,Przemsza (212),50.484444,19.245000,300.0
250190520,TYCHY,Gostynia (2118),50.131944,19.001111,255.0
250190530,Katowice Pyrzowice,Brynica (2126),50.477222,19.095000,301.0
250190780,Będkowice,Rudawa (2136),50.179167,19.769444,434.0
250190790,Chrzanów,Wisła (2),50.112500,19.376667,252.0
250190810,Lubsza,Mała Panew (118),50.609722,19.004167,335.0
250190820,Dąbrowa Górnicza,Przemsza (212),50.402222,19.264444,321.0
250190830,Mysłów,Dopływ spod Mysłowa (1811342),50.572778,19.215000,322.0
250190840,Rokitno Szlacheckie,Przemsza (212),50.435278,19.431111,343.0
250190850,TROKS,Biała Przemsza (2128),50.303889,19.635833,411.0
250190860,Wywła,Pilica (254),50.615556,19.925278,282.0
250190880,Sułoszowa,Prądnik (21374),50.258333,19.740000,442.0
250190920,Koryczany,Pilica (254),50.489444,19.934722,323.0
250200010,BARTKÓW,Bobrza (216482),50.978611,20.649722,330.0
250200040,Bodzentyn,Świślina (2348),50.946944,20.951389,270.0
250200050,RYKOSZYN,Wierna Rzeka (2162),50.865556,20.411667,274.0
250200110,CISÓW,Czarna (2178),50.758611,20.902778,326.0
250200130,KLISZÓW,Nida (216),50.612500,20.524722,206.0
250200210,MIECHÓW,Szreniawa (21392),50.362778,20.032778,299.0
250200220,SIELEC,Nidzica (21398),50.318611,20.420556,200.0
250200230,BORUSOWA,Wisła (2),50.277778,20.786944,171.0
250200250,RADZIEMICE,Szreniawa (21392),50.253333,20.230833,240.0
250200280,IGOŁOMIA,Wisła (2),50.093611,20.256389,202.0
250200290,BORZĘCIN,Uszwica (21396),50.065833,20.710000,192.0
250200360,DĄBROWA TARNOWSKA,Breń (2174),50.186111,20.991111,197.0
250200370,KONIECZNO,Nida (216),50.794167,20.034167,268.0
250200380,BIELINY PODUCHOWNE,Czarna Nida (2164),50.849444,20.958889,321.0
250200490,Kokotów,Wisła (2),50.021667,20.070833,-9999.0
250200520,Dobrowoda,Nida (216),50.394444,20.765556,208.0
250200550,Brończyce,Szreniawa (21392),50.233333,20.103333,256.0
250210020,Nosów,Pokrzywianka (23484),50.919167,21.219167,265.0
250210030,Annopol,Wisła (2),50.889444,21.834167,165.0
250210040,SŁUPIA NOWA,Pokrzywianka (23484),50.864167,21.083333,290.0
250210050,Święty Krzyż,Pokrzywianka (23484),50.859444,21.051389,575.0
250210070,BARANÓWEK,Koprzywianka (2194),50.770000,21.257778,283.0
250210080,SADKÓW,Czarna (2178),50.736667,21.077222,365.0
250210090,JASTRZĘBSKA WOLA,Łagowica (217832),50.724722,21.186944,263.0
250210110,RAKÓW,Czarna (2178),50.671667,21.048611,220.0
250210120,KLIMONTÓW,Koprzywianka (2194),50.653333,21.450278,203.0
250210130,STASZÓW,Czarna (2178),50.595000,21.185000,219.0
250210160,MAJDAN KRÓLEWSKI,Łęg (2198),50.366667,21.751944,200.0
250210170,WILCZA WOLA,Łęg (2198),50.341389,21.931944,190.0
250210180,CHORZELÓW,Wisła (2),50.348056,21.444167,170.0
250210210,MIELEC,Wisłoka (218),50.279444,21.432778,170.0
250210220,KOLBUSZOWA,Łęg (2198),50.262222,21.745833,200.0
250210230,RADOMYŚL WIELKI,Breń (2174),50.199722,21.269722,190.0
250210240,ZAWADA,Brzeźnica (2188),50.063889,21.493333,200.0
250210260,SĘDZISZÓW MAŁOPOLSKI,Brzeźnica (2188),50.078056,21.703611,210.0
250210280,Wola Raniżowska,Łęg (2198),50.301111,21.992222,195.0
250210290,Łubnice,Wisła (2),50.396944,21.154722,162.0
250210330,Klimontów,Koprzywianka (2194),50.652500,21.463611,210.0
250220020,Zakrzówek,Bystrzyca (246),50.929444,22.372500,270.0
250220030,Wysokie,Pór (24174),50.917778,22.666944,260.0
250220050,Zakłodzie,Pór (24174),50.757500,22.861389,205.0
250220080,FRAMPOL,Bukowa (2294),50.675000,22.666111,243.0
250220120,JAROCIN,Bukowa (2294),50.568611,22.306667,183.0
250220130,BRODZIAKI,Łada (2286),50.506667,22.790000,201.0
250220140,Tarnogróg,Tanew (228),50.356667,22.756667,237.0
250220210,JAROSŁAW,San (22),50.018333,22.696389,181.0
250220220,Jarosław,San (22),50.021111,22.702500,180.0
250220230,Piwoda,San (22),50.076389,22.755000,183.0
250220240,Bukownica,Łada (2286),50.560556,22.846667,235.0
250220250,Piskorowice,San (22),50.245556,22.516944,171.0
250230020,Nielisz,Wieprz (24),50.805000,23.038611,200.0
250230060,Józefów,Tanew (228),50.487500,23.058333,257.0
250230070,Tomaszów Lubelski,Bug (26714),50.458056,23.398889,270.0
250230130,FUTORY,Lubaczówka (2256),50.196667,23.046389,239.0
250230140,WIELKIE OCZY,Szkło (2254),50.017778,23.158333,236.0
250230160,CIESZANÓW,Tanew (228),50.233611,23.118056,217.0
250230170,Jędrzejówka,Tanew (228),50.329722,23.342778,285.0
250230180,Grabowiec Góra,Wolica (2432),50.812500,23.570000,268.0
250230190,Kolonia Nowosiółki,Huczwa (267142),50.541667,23.916111,248.0
250240010,Strzyżów,Bug (266),50.840000,24.035556,181.0
250240070,Gołębie,Bug (26714),50.634722,24.083056,204.0
251140060,Sobolice,Nysa Łużycka (174),51.388333,14.975000,150.0
251140110,Sanice,Nysa Łużycka (174),51.406111,14.975833,150.0
251150030,Nowogród Bobrzański,Bóbr (16),51.799444,15.253056,102.0
251150080,Grabik,Czarna (164382),51.652500,15.111389,166.0
251150110,Żagań,Bóbr (16),51.649722,15.293611,96.0
251150130,Łozy,Kwisa (166),51.489444,15.366944,128.0
251150180,Tomaszów Bolesławiecki,Bobrzyca (1638),51.276389,15.677500,186.0
251150220,Nowogrodziec,Kwisa (166),51.195556,15.395278,206.0
251150280,Twardocice,Gajowa (138664),51.090556,15.747500,253.0
251150290,Sulików,Czerwona Woda (1744),51.076944,15.065000,214.0
251150320,Bierna,Czerwona Woda (1744),51.038889,15.116389,265.0
251150340,Gryfów Śląski,Kwisa (166),51.026667,15.409444,312.0
251150350,Lubomierz,Oldza (1664),51.015278,15.502778,365.0
251150360,Świerzawa,Kaczawa (138),51.016944,15.888889,299.0
251150390,Złotniki Lubańskie,Zb. Złotniki (166513),51.013889,15.340556,360.0
251150410,ŚWIERZAWA,Kaczawa (138),51.016944,15.888889,260.0
251150420,STANKOWICE,Kwisa (166),51.016667,15.313611,335.0
251150430,Białków,Lubsza (1748),51.776944,15.021667,85.0
251150440,Siecieborzyce,Bóbr (16),51.665556,15.536944,150.0
251150450,Pieńsk,Nysa Łużycka (174),51.260000,15.040278,164.0
251150470,Miedziana,Czerwona Woda (1744),51.020833,15.116389,295.0
251160110,Osetno,Barycz (14),51.631944,16.464167,87.0
251160150,POLKOWICE DOLNE,Mokrzyca (16418),51.500556,16.056111,160.0
251160170,Chwałkowice,Rudawka (145444),51.448333,16.613056,178.0
251160190,LUBIN,Zimnica (1392),51.411944,16.216944,131.0
251160220,Oborniki Śląskie,Odra (1),51.289444,16.930556,160.0
251160290,Jawor,Nysa Szalona (1384),51.063333,16.183611,188.0
251160320,RADZYŃ,Obrzyca (156),51.872500,16.037778,60.0
251160360,GŁOGÓW,Odra (1),51.672500,16.060000,75.0
251160420,Pysząca,Odra (1),51.256389,16.679722,110.0
251170030,Witaszyce,Lutynia (1852),51.945556,17.553333,130.0
251170090,Smolice,Rdęca (1464),51.694167,17.179722,105.0
251170140,Milicz,Barycz (14),51.511111,17.277222,118.0
251170210,Trzebnica,Kanał Trzebnicki (14428),51.322778,17.068056,155.0
251170270,Bierutów,Widawa (136),51.118889,17.544722,141.0
251170290,Namysłów,Widawa (136),51.065833,17.715833,152.0
251170360,Ostrów Wielkopolski,Ołobok (1844),51.660833,17.873333,123.0
251170380,WOLA KSIĄŻĘCA,Lutynia (1852),51.961389,17.589167,118.0
251170430,OSTRZESZÓW II,Dąbrówka (1412),51.434444,17.915556,186.0
251170440,Drołtowice,Widawa (136),51.335000,17.596111,200.0
251180020,Zbiersk,Czarna Struga (183566),51.943333,18.150278,125.0
251180040,Poddębice,Ner (1832),51.885556,18.959722,130.0
251180050,Lisków,Swędrnia (18482),51.835278,18.410000,147.0
251180090,Sieradz,Warta (18),51.593056,18.687222,140.0
251180140,Złoczew,Oleśnica (1818),51.421111,18.599167,175.0
251180150,Mirków,Prosna (184),51.310278,18.146389,156.0
251180160,Osjaków,Warta (18),51.283056,18.783611,156.0
251180190,Siemianice,Prosna (184),51.182778,18.143056,180.0
251180240,Jastrzygowice,Prosna (184),51.001111,18.456944,202.0
251180310,Kiełczygłów,Nieciecz (18292),51.237222,18.985000,175.0
251180320,Kraszewice,Łużyca (18438),51.530278,18.204722,131.0
251180330,Działoszyn,Warta (18),51.120000,18.873889,191.0
251180350,SIERADZ-DZIGORZEW,Warta (18),51.624167,18.704722,128.0
251190140,Plucice,Luciąża (25452),51.203611,19.601944,204.0
251190150,Dobryszyce,Widawka (182),51.138889,19.428333,259.0
251190160,Przedbórz,Pilica (254),51.090556,19.875278,190.0
251190190,Łask,Grabia (1828),51.585556,19.178611,189.0
251190210,Szczerców,Widawka (182),51.340833,19.119167,160.0
251190220,Dobryszyce II,Widawka (182),51.147500,19.408333,216.0
251190230,Jarosty,Luciąża (25452),51.462500,19.691944,197.0
251190240,Wierzbowa,Ner (1832),51.986667,19.079444,111.0
251190250,Bełchatów,Widawka (182),51.379722,19.396944,207.0
251200030,Skierniewice,Bzura (272),51.965278,20.160278,128.0
251200080,Białobrzegi,Pilica (254),51.648333,20.940278,116.0
251200130,Opoczno,Drzewiczka (2548),51.378889,20.234444,200.0
251200140,Ruszkowice,Radomka (252),51.339167,20.665833,210.0
251200150,Łaziska,Radomka (252),51.323889,20.925833,180.0
251200170,Chełsty,Czarna (Maleniecka) (2544),51.215833,20.148611,220.0
251200220,Włochów,Czarna (2544),51.098889,20.612222,345.0
251200240,Stanowiska,Czarna (Maleniecka) (2544),51.041944,20.371389,305.0
251200250,Suchedniów,Kamienna (234),51.049722,20.830556,265.0
251200270,Dąbrówka Stara,Pilica (254),51.780278,20.736944,174.0
251200290,Teofilów,Pilica (254),51.528056,20.182778,150.0
251200320,Mszczonów,Bzura (272),51.984167,20.497222,161.0
251210040,JARCZEW,Wilga (2536),51.814722,21.973333,180.0
251210120,PUŁAWY,Wisła (2),51.412778,21.966111,142.0
251210230,Starachowice,Kamienna (234),51.041667,21.055833,265.0
251210240,Brody Iłżeckie,Kamienna (234),51.018611,21.196944,190.0
251210320,Kazanów,Iłżanka (236),51.278333,21.467500,158.0
251220040,Radzyń Podlaski,Tyśmienica (248),51.769167,22.600833,150.0
251220230,Ostrówek-Kolonia,Tyśmienica (248),51.593611,22.600278,-9999.0
251220240,Zadworze,Wyżnica (2336),51.015278,22.230556,254.0
251220250,Ostrów Lubelski,Tyśmienica (248),51.496111,22.869722,157.0
251220260,Turze Rogi,Krzna (267144),51.926944,22.463889,159.0
251230120,Bezek,Wieprz (24),51.177222,23.263611,224.0
251230220,Depułtycze Królewskie,Uherka (2671434),51.083056,23.436111,216.0
251230240,Studzianka,Zielawa (2671448),51.931667,23.214722,143.0
252140070,Boleszkowice,Dopływ z Boleszkowic (191298),52.726944,14.566667,50.0
252140090,Kostrzyn Nad Odrą,Maszówek (1894),52.598611,14.661111,26.0
252140150,Maszewo,Odra (1),52.069722,14.918889,68.0
252140160,Trzcińsko-Zdrój,Rurzyca (1886592),52.964444,14.588056,53.0
252140210,Boczów,Rzepia (1786),52.316944,14.938611,79.0
252140220,Chojna,Rurzyca (1918),52.940833,14.404167,49.0
252150050,Krzyż,Noteć (188),52.881111,15.983611,34.0
252150070,Drezdenko,Noteć (188),52.854722,15.841111,31.0
252150180,Lubinicko-Świebodzin,Obrzyca (156),52.242778,15.545278,88.0
252150270,BABIMOST,Gniła Obra (1568),52.143611,15.803333,57.0
252150350,Kleszczewo,Obra (1878),52.455833,15.389722,93.0
252150360,Wityń,Obrzyca (156),52.267500,15.611111,76.0
252160050,Ryczywół,Wełna (186),52.815833,16.838889,70.0
252160110,Szamotuły-Baborówka,Sama (1872),52.584444,16.638056,74.0
252160160,Paproć,Obra (1878),52.304444,16.183056,77.0
252160230,Wielichowo,Obra (1878),52.113889,16.356389,65.0
252160350,Kopaszewo,Kanał Mosiński (1856),52.003333,16.818333,91.0
252160370,Wronki,Warta (18),52.692500,16.373056,70.0
252170060,Janowiec Wielkopolski,Wełna (186),52.754722,17.462222,95.0
252170110,Gniezno,Wełna (186),52.557500,17.531944,170.0
252170180,Września,Wrześnica (1838),52.315000,17.592500,105.0
252170190,SŁUPCA,Warta (18),52.271944,17.883333,89.0
252170210,Kórnik,Warta (18),52.245278,17.101944,77.0
252170330,Nowa Wieś Podgórna,Warta (18),52.142222,17.589167,73.0
252170390,Gniezno II,Wełna (186),52.523611,17.630278,117.0
252170410,Mogilno,Noteć Zachodnia (1882),52.644444,17.966667,95.0
252170420,Rogowo,Wełna (186),52.732500,17.643333,94.0
252180060,Pakość,Noteć (188),52.799444,18.092500,76.0
252180080,Kołuda Wielka,Noteć (188),52.735833,18.148889,88.0
252180210,Kłodawa,Rgilewka (18332),52.250833,18.915833,117.0
252180260,Turek,Kiełbaska (18334),52.010278,18.498333,115.0
252180290,Tuliszków,Powa (18352),52.067778,18.268611,111.0
252180310,RADOSZEWICE,Noteć (188),52.361944,18.706111,110.0
252180370,Kleczew,Struga Kleczewska (183459272),52.386944,18.170556,98.0
252180380,Rakowo,Noteć (188),52.497222,18.288611,103.0
252190030,GŁODOWO,Mień (2794),52.830556,19.235556,104.0
252190120,Żychlin,Bzura (272),52.242778,19.623056,97.0
252190160,Walewice,Bzura (272),52.102778,19.665556,95.0
252190190,Lutocin,Skrwa (2756),52.984722,19.751111,129.0
252190230,Poddębice,Zgłowiączka (278),52.553611,19.009167,91.0
252190240,Trębki,Bzura (272),52.320278,19.540556,105.0
252200080,BORKOWO,Wkra (268),52.561944,20.660278,85.0
252200120,LEGIONOWO,Wisła (2),52.407778,20.956111,94.0
252200150,Warszawa-Bielany,Wisła (2),52.281389,20.963333,98.0
252200290,Kampinos,Bzura (272),52.268889,20.472500,87.0
252200350,Nacpolsk,Płonka (26876),52.514167,20.251389,126.0
252210020,CZARNOWO,Orz (2656),52.881944,21.535000,94.0
252210050,PUŁTUSK,Narew (26),52.727500,21.090278,95.0
252210240,Wielgolas,Świder (256),52.037222,21.723889,150.0
252210290,Rybienko,Bug (266),52.577778,21.429167,93.0
252210320,Kozły,Bug (26714),52.452222,21.409167,107.0
252210330,Rząśnik Włościański,Narew (26),52.849722,21.720556,120.0
252220050,BRAŃSK,Nurzec (2666),52.741944,22.826389,125.0
252220120,TONKIELE,Bug (266),52.412222,22.565278,115.0
252220210,Wierzbowo Nowe,Narew (26),52.984444,22.324167,130.0
252220220,Tołwin,Bug (26714),52.499167,22.951111,175.0
252220230,Andrzejewo,Brok (2671476),52.823333,22.185278,117.0
252230010,NOWOSADY,Kołonna (2611316),52.972500,23.878889,160.0
252230030,BONDARY,Narew (26),52.937500,23.754444,147.0
252230040,NAREW,Narew (26),52.914722,23.519167,139.0
252230060,NAREWKA,Narewka (2612),52.871667,23.728056,143.0
252230080,NOWE MASIEWO,Narew (26),52.833889,23.897222,150.0
252230090,CHRABOŁY,Orlanka (2614),52.862222,23.195556,127.0
252230110,HAJNÓWKA,Leśna (26652),52.732500,23.560278,163.0
252230120,BIAŁOWIEŻA,Narewka (2612),52.707222,23.847778,163.0
252230150,Kleszczele,Nurzec (267146),52.572222,23.319444,160.0
252230190,CICIBÓR,Krzna (2664),52.076944,23.109444,144.0
252230230,NAREW,Narew (26),52.916667,23.522778,134.0
252230240,NAREWKA,Narewka (2612),52.863611,23.725000,143.0
252230250,ZAMOSZE,Narewka (2612),52.815278,23.912778,157.0
252230280,Jagodniki,Orlanka (2614),52.697222,23.489167,156.0
252230290,Bolesty,Nurzec (267146),52.736667,23.090833,156.0
253140010,Wolin,Cieśnina Dziwna (35),53.837500,14.615833,2.0
253140040,Trzebież,Zalew Szczeciński (319),53.663056,14.513889,1.0
253140060,Goleniów,Ina (198),53.593889,14.888333,34.0
253140110,Gryfino,Odra (Regalica) (19751),53.256944,14.484444,3.0
253150010,Starnin,,53.965833,15.456667,36.0
253150020,Witno,Cieśnina Dziwna (35),53.944444,15.063056,20.0
253150070,Łabędzie,Rega (42),53.650556,15.809167,100.0
253150130,Lisowo,Krąpiel (1988),53.430833,15.301389,95.0
253150190,PRZELEWICE,Płonia (1976),53.104167,15.082222,65.0
253150250,Drawno,Drawa (1888),53.213056,15.770000,76.0
253150290,Łopianów,Rega (42),53.875556,15.261389,32.0
253150310,Niedźwiedziska,Cieśnina Dziwna (35),53.949444,15.078056,20.0
253150320,Lubiana,Mała Ina (1986),53.104444,15.323333,68.0
253150330,Słonowice,Rega (42),53.716944,15.718056,105.0
253150340,Międzyrzecze,Rega (42),53.871944,15.568333,59.0
253150350,Radowo Małe,Rega (42),53.668333,15.452222,93.0
253150360,Kinowo,Rega (42),53.975000,15.451389,32.0
253160010,Sępolno Wielkie,Biała (188624),53.947500,16.773611,165.0
253160020,Osówko,Parsęta (44),53.905556,16.068056,55.0
253160040,Grzmiąca,Parsęta (44),53.835833,16.439167,100.0
253160090,WIERZCHOWO,Drawa (1888),53.460000,16.104444,137.0
253160110,Jastrowie,Gwda (1886),53.425556,16.813889,111.0
253160240,Barwice,Parsęta (44),53.753056,16.353889,133.0
253160260,Wicewo,Parsęta (44),53.887500,16.123611,47.0
253170030,RÓŻKI-DĘBIE,Brda (292),53.891111,17.148056,155.0
253170060,Zapędowo,Brda (292),53.704167,17.840278,125.0
253170160,Sypniewo,Łobżonka (1884),53.364444,17.330278,128.0
253170210,Chrząstowo,Noteć (188),53.161111,17.583611,105.0
253170320,Lipa,Noteć (188),53.050556,17.257778,62.0
253170330,Sitowiec,Krówka (29276),53.368889,17.754167,134.0
253170340,Iwno,Dopływ z Łankowic (188528),53.026667,17.418056,111.0
253170350,Czyczkowy,Wda (294),53.860833,17.733333,137.0
253170360,Pruszcz,Brda (292),53.446389,17.825556,124.0
253170370,Upiłka,Brda (292),53.946944,17.946944,141.0
253180020,RADOSTOWO,Wisła (2),53.989444,18.747222,40.0
253180040,Starogard Gdański,Wierzyca (298),53.982222,18.548889,85.0
253180060,Czarna Woda,Wda (294),53.840556,18.092778,125.0
253180090,Śliwice,Wda (294),53.704722,18.175833,119.0
253180150,Grudziądz,Wisła (2),53.437500,18.709444,25.0
253180160,Radzyń-Fijewo,Radzyńska Struga (296692),53.382778,18.946944,104.0
